,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
1192,IndiGo,6/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601
1207,IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,16:10,00:55 22 May,8h 45m,1 stop,No info,6778
1208,IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
1216,IndiGo,27/04/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5796
1219,IndiGo,24/04/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298
1223,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804
1227,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6938
1237,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,15:30,7h 5m,1 stop,No info,8075
1242,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1h 25m,non-stop,No info,2754
1258,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,22:20,15h 40m,1 stop,No info,6558
1265,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6093
1269,IndiGo,1/06/2019,Chennai,Kolkata,MAA → CCU,15:40,18:25,2h 45m,non-stop,No info,3540
1273,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6416
1276,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
1282,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
1292,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
1298,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 19 May,5h 5m,1 stop,No info,6069
1299,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1 stop,No info,6442
1304,IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804
1306,IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 25 May,2h 50m,non-stop,No info,4591
1309,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
1315,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1 stop,No info,10351
1320,IndiGo,6/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4775
1330,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049
1331,IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,10:10,12:55,2h 45m,non-stop,No info,6565
1338,IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
1344,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
1349,IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 13 Jun,14h 5m,1 stop,No info,5883
1354,IndiGo,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35 19 Mar,5h,1 stop,No info,6575
1358,IndiGo,1/04/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069
1361,IndiGo,6/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6386
1364,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 19 May,2h 50m,non-stop,No info,4591
1366,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4174
1370,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,6h 10m,1 stop,No info,6412
1375,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
1377,IndiGo,9/06/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412
1379,IndiGo,6/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
1385,IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
1391,IndiGo,15/06/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,6582
1396,IndiGo,6/04/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5046
1399,IndiGo,3/03/2019,Delhi,Cochin,DEL → LKO → COK,05:35,10:10,4h 35m,1 stop,No info,13753
1402,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,5224
1404,IndiGo,18/03/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1h 25m,non-stop,No info,2754
1407,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 28 May,5h 5m,1 stop,No info,5054
1410,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224
1411,IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1 stop,No info,9694
1412,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:35 22 Mar,8h 25m,1 stop,No info,7318
1413,IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054
1419,IndiGo,9/03/2019,Delhi,Cochin,DEL → AMD → COK,07:45,13:40,5h 55m,1 stop,No info,6755
1428,IndiGo,1/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227
1430,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 10 Jun,2h 40m,non-stop,No info,4804
1431,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5458
1438,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 07 Mar,9h 35m,1 stop,No info,14871
1439,IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054
1441,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
1446,IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818
1449,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 16 May,2h 35m,non-stop,No info,4804
1451,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,01:35 22 Mar,14h 50m,1 stop,No info,7318
1452,IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3384
1457,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 04 Jun,2h 50m,non-stop,No info,4591
1462,IndiGo,24/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 25 Jun,5h 5m,1 stop,No info,9165
1473,IndiGo,18/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
1474,IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
1477,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4392
1482,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442
1486,IndiGo,9/06/2019,Delhi,Cochin,DEL → COK,21:05,00:20 10 Jun,3h 15m,non-stop,No info,6015
1490,IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442
1503,IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
1504,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4077
1508,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 10 Jun,8h,1 stop,No info,6104
1514,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,12:00,7h 5m,1 stop,No info,9585
1516,IndiGo,9/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147
1521,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,21:00,16h 15m,1 stop,No info,13611
1524,IndiGo,24/05/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
1527,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,21:00,12h 35m,1 stop,No info,8285
1530,IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
1532,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 04 Mar,2h 50m,non-stop,No info,6144
1534,IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 28 Mar,2h 40m,non-stop,No info,4148
1537,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:35 07 Mar,8h 25m,1 stop,No info,14871
1539,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6938
1540,IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6093
1541,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
1552,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,8855
1554,IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
1558,IndiGo,1/05/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,8443
1563,IndiGo,15/04/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:30,5h 15m,1 stop,No info,4775
1568,IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
1581,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093
1586,IndiGo,6/04/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5073
1592,IndiGo,9/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419
1594,IndiGo,24/04/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6027
1612,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
1615,IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054
1619,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 04 Jun,3h,non-stop,No info,3943
1622,IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423
1635,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
1640,IndiGo,12/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049
1642,IndiGo,9/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6442
1644,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442
1645,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
1659,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943
1660,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,7191
1670,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
1671,IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
1686,IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7191
1689,IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442
1694,IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
1695,IndiGo,21/03/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,5406
1697,IndiGo,9/06/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069
1699,IndiGo,6/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
1703,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,8033
1706,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
1707,IndiGo,9/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4174
1711,IndiGo,27/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000
1717,IndiGo,1/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,6565
1720,IndiGo,21/03/2019,Banglore,New Delhi,BLR → LKO → DEL,05:25,10:10,4h 45m,1 stop,No info,6208
1728,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
1729,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069
1734,IndiGo,24/04/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636
1737,IndiGo,6/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
1741,IndiGo,18/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
1745,IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,6860
1746,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 02 Jun,6h 55m,1 stop,No info,6628
1753,IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
1757,IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
1758,IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,20:25,23:10,2h 45m,non-stop,No info,4804
1764,IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591
1765,IndiGo,24/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,5192
1774,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6093
1777,IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804
1779,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:20,14h 45m,1 stop,No info,6558
1780,IndiGo,24/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 25 Jun,5h 45m,1 stop,No info,5775
1787,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
1790,IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,01:40,03:10,1h 30m,non-stop,No info,2754
1796,IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,5755
1802,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069
1808,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,6038
1809,IndiGo,21/05/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601
1810,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,12351
1819,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
1826,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,4777
1827,IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000
1831,IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 04 Apr,2h 50m,non-stop,No info,3943
1836,IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,7295
1839,IndiGo,24/03/2019,Kolkata,Banglore,CCU → HYD → BLR,04:15,09:50,5h 35m,1 stop,No info,4150
1841,IndiGo,3/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601
1844,IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,3342
1855,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,01:40,03:10,1h 30m,non-stop,No info,2754
1858,IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,5894
1872,IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4823
1877,IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
1878,IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804
1882,IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,11:55,00:55 22 May,13h,1 stop,No info,6282
1885,IndiGo,9/06/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,5601
1887,IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,14306
1893,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 28 May,2h 50m,non-stop,No info,3749
1905,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 19 May,16h 15m,1 stop,No info,7503
1910,IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297
1915,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,14871
1920,IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 04 Apr,3h,non-stop,No info,3943
1923,IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,09:35,12:10,2h 35m,non-stop,No info,5644
1940,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,22:20,15h 40m,1 stop,No info,6442
1946,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,1h 30m,non-stop,No info,2754
1947,IndiGo,18/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
1955,IndiGo,15/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174
1962,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 04 Mar,10h 35m,1 stop,No info,14871
1976,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
1986,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540
1990,IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2437
1991,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 28 May,14h 55m,1 stop,No info,6104
1994,IndiGo,18/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
2011,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 10 Apr,10h 30m,1 stop,No info,6270
2025,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6416
2026,IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,3342
2029,IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818
2038,IndiGo,1/04/2019,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,5h 20m,1 stop,No info,8567
2044,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4777
2046,IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
2048,IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 16 Jun,3h,non-stop,No info,3943
2051,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4423
2053,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,21:00,12h 35m,1 stop,No info,8285
2061,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838
2064,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8h,1 stop,No info,8574
2077,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
2085,IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,non-stop,No info,14306
2097,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,01:35 04 Mar,14h 50m,1 stop,No info,14871
2100,IndiGo,24/03/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
2104,IndiGo,3/06/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,6015
2109,IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4174
2116,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 22 May,6h 55m,1 stop,No info,7006
2121,IndiGo,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,07:30,12:20,4h 50m,1 stop,No info,6220
2130,IndiGo,15/05/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,6015
2140,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5780
2142,IndiGo,9/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6496
2144,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
2146,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,12649
2149,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4423
2156,IndiGo,3/04/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5073
2157,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 28 Jun,3h,non-stop,No info,3943
2160,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 04 Jun,2h 35m,non-stop,No info,4804
2161,IndiGo,09/03/2019,Banglore,New Delhi,BLR → NAG → DEL,16:50,21:35,4h 45m,1 stop,No info,10231
2163,IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2227
2174,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,6h 10m,1 stop,No info,7205
2177,IndiGo,15/04/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,6015
2178,IndiGo,3/04/2019,Kolkata,Banglore,CCU → MAA → BLR,06:15,10:30,4h 15m,1 stop,No info,4226
2185,IndiGo,9/05/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 10 May,5h 5m,1 stop,No info,8177
2195,IndiGo,24/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3809
2201,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 07 Apr,2h 50m,non-stop,No info,4591
2203,IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
2204,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6442
2205,IndiGo,3/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 04 Jun,5h 5m,1 stop,No info,11378
2212,IndiGo,01/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4h 20m,1 stop,No Info,7917
2215,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 19 May,9h 30m,1 stop,No info,7191
2217,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 07 Mar,10h 35m,1 stop,No info,14871
2220,IndiGo,9/03/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 10 Mar,2h 20m,non-stop,No info,6297
2230,IndiGo,24/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7006
2237,IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
2261,IndiGo,3/03/2019,Delhi,Cochin,DEL → MAA → COK,02:05,07:25,5h 20m,1 stop,No info,10394
2265,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
2269,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
2270,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
2279,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226
2285,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 28 Jun,2h 20m,non-stop,No info,5277
2292,IndiGo,9/05/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218
2294,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,7318
